gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Fibroblasts	Epithelial	Pericytes	Neural	Myofibroblast_Mesothelium	Endothelial	Muscle	Immune
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0F6F1C29E	0.0	0.012	0.0	0.003	0.0	0.0	0.0	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0DBFB8BEA	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS00466EB50	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS008700E67	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0A145A3A4	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS052BBD9F9	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0911EECCC	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0B2FB23BC	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0569F0E0D	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0ABF41CAA	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS02A339E2D	0.016	0.015	0.009	0.009	0.008	0.229	0.012	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS04C8F4B87	0.021	0.003	0.0	0.004	0.002	0.013	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0ECD9BB5E	0.021	0.003	0.0	0.004	0.002	0.013	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.021	0.003	0.0	0.004	0.002	0.013	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CCD89E02	0.021	0.003	0.0	0.004	0.002	0.013	0.0	0.0
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS0976BA7F0	0.154	0.318	0.571	0.117	0.977	0.238	0.1	0.083
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.093
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.093
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0BCCA6596	0.012	0.004	0.109	0.024	0.014	0.007	0.017	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS06C0074BD	0.003	0.006	0.0	0.013	0.0	0.0	0.0	0.355
CCR7	P32248	False	CCR7_HUMAN		CPI-SS09239FB26	0.003	0.006	0.0	0.013	0.0	0.0	0.0	0.355
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.016	0.012	0.047	0.026	0.064	0.141	0.009	0.724
F2RL2	O00254	False	PAR3_HUMAN		CPI-SS026335F55	0.016	0.003	0.0	0.053	0.032	0.008	0.0	0.0
F2RL2	O00254	False	PAR3_HUMAN		CPI-SS09404C94F	0.016	0.003	0.0	0.053	0.032	0.008	0.0	0.0
F2RL2	O00254	False	PAR3_HUMAN		CPI-SS017DDA046	0.016	0.003	0.0	0.053	0.032	0.008	0.0	0.0
F2RL2	O00254	False	PAR3_HUMAN		CPI-SS09367CF8E	0.016	0.003	0.0	0.053	0.032	0.008	0.0	0.0
F2R	P25116	False	PAR1_HUMAN		CPI-SS058209EC7	0.23	0.07	0.285	0.117	0.825	0.375	0.081	0.071
F2R	P25116	False	PAR1_HUMAN		CPI-SS07EA09568	0.23	0.07	0.285	0.117	0.825	0.375	0.081	0.071
F2R	P25116	False	PAR1_HUMAN		CPI-SS0391314C7	0.23	0.07	0.285	0.117	0.825	0.375	0.081	0.071
F2RL1	P55085	False	PAR2_HUMAN		CPI-SS041A22E65	0.088	0.785	0.073	0.064	0.097	0.083	0.056	0.124
F2RL1	P55085	False	PAR2_HUMAN		CPI-SS01FD0889C	0.088	0.785	0.073	0.064	0.097	0.083	0.056	0.124
F2RL1	P55085	False	PAR2_HUMAN		CPI-SS0024CA9FD	0.088	0.785	0.073	0.064	0.097	0.083	0.056	0.124
F2RL1	P55085	False	PAR2_HUMAN		CPI-SS0A6674B21	0.088	0.785	0.073	0.064	0.097	0.083	0.056	0.124
PARD3	Q8TEW0	False	PARD3_HUMAN		CPI-SS0CBFF3136	0.13	0.073	0.206	0.11	0.159	0.066	0.13	0.053
PARD3	Q8TEW0	False	PARD3_HUMAN		CPI-SS0E6CA0B42	0.13	0.073	0.206	0.11	0.159	0.066	0.13	0.053
PARD3	Q8TEW0	False	PARD3_HUMAN		CPI-SS018FFAD1E	0.13	0.073	0.206	0.11	0.159	0.066	0.13	0.053
PARD3	Q8TEW0	False	PARD3_HUMAN		CPI-SS0086084D6	0.13	0.073	0.206	0.11	0.159	0.066	0.13	0.053
F2RL3	Q96RI0	False	PAR4_HUMAN		CPI-SS0BDC2B411	0.005	0.002	0.004	0.003	0.007	0.074	0.0	0.013
F2RL3	Q96RI0	False	PAR4_HUMAN		CPI-SS04AEFAE55	0.005	0.002	0.004	0.003	0.007	0.074	0.0	0.013
F2RL3	Q96RI0	False	PAR4_HUMAN		CPI-SS0415C4BFF	0.005	0.002	0.004	0.003	0.007	0.074	0.0	0.013
F2RL3	Q96RI0	False	PAR4_HUMAN		CPI-SS0F815C36F	0.005	0.002	0.004	0.003	0.007	0.074	0.0	0.013
CD44	P16070	False	CD44_HUMAN		CPI-SS0703338F5	0.112	0.036	0.032	0.2	0.199	0.042	0.327	0.834
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	0.112	0.036	0.032	0.2	0.199	0.042	0.327	0.834
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	0.002	0.002	0.006	0.0	0.002	0.0	0.0	0.223
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0BAB460FF	0.01	0.006	0.004	0.021	0.035	0.433	0.0	0.0
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0DE9B07A8	0.01	0.006	0.004	0.021	0.035	0.433	0.0	0.0
INSR	P06213	False	INSR_HUMAN		CPI-SS0B134D80B	0.1	0.21	0.055	0.098	0.07	0.277	0.231	0.096
SDC3	O75056	False	SDC3_HUMAN		CPI-SS06F63AD8F	0.097	0.041	0.024	0.303	0.081	0.15	0.216	0.058
SDC3	O75056	False	SDC3_HUMAN		CPI-SS01B806614	0.097	0.041	0.024	0.303	0.081	0.15	0.216	0.058
SDC1	P18827	False	SDC1_HUMAN		CPI-SS0728EF204	0.042	0.108	0.028	0.041	0.064	0.022	0.0	0.012
SDC1	P18827	False	SDC1_HUMAN		CPI-SS0AAADE913	0.042	0.108	0.028	0.041	0.064	0.022	0.0	0.012
SDC1	P18827	False	SDC1_HUMAN		CPI-SS09E894567	0.042	0.108	0.028	0.041	0.064	0.022	0.0	0.012
SDC4	P31431	False	SDC4_HUMAN		CPI-SS004A2C2A0	0.027	0.181	0.017	0.014	0.037	0.014	0.038	0.057
SDC4	P31431	False	SDC4_HUMAN		CPI-SS0229615A6	0.027	0.181	0.017	0.014	0.037	0.014	0.038	0.057
SDC4	P31431	False	SDC4_HUMAN		CPI-SS013923296	0.027	0.181	0.017	0.014	0.037	0.014	0.038	0.057
SDC2	P34741	False	SDC2_HUMAN		CPI-SS0ADC22434	0.285	0.128	0.698	0.194	0.583	0.082	0.125	0.101
SDC2	P34741	False	SDC2_HUMAN		CPI-SS08A159F6C	0.285	0.128	0.698	0.194	0.583	0.082	0.125	0.101
SDC2	P34741	False	SDC2_HUMAN		CPI-SS0C0849037	0.285	0.128	0.698	0.194	0.583	0.082	0.125	0.101
CDH5	P33151	False	CADH5_HUMAN		CPI-SS0958724F2	0.043	0.024	0.014	0.037	0.043	1.54	0.034	0.0
CDH11	P55287	False	CAD11_HUMAN		CPI-SS0BA377E84	0.513	0.044	0.422	0.092	0.463	0.055	0.397	0.047
TLR4	O00206	False	TLR4_HUMAN		CPI-SS072DE2CA2	0.001	0.003	0.0	0.003	0.002	0.064	0.0	0.135
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS02B906C26	0.087	0.703	0.026	0.603	0.057	0.064	0.075	0.035
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.087	0.703	0.026	0.603	0.057	0.064	0.075	0.035
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0BD5C2A23	0.0	0.001	0.027	0.081	0.0	0.0	0.015	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0E063192D	0.0	0.001	0.027	0.081	0.0	0.0	0.015	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0FC42EC80	0.0	0.001	0.027	0.081	0.0	0.0	0.015	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0F0D7F25C	0.0	0.001	0.027	0.081	0.0	0.0	0.015	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0D5E30C6C	0.0	0.001	0.027	0.081	0.0	0.0	0.015	0.0
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS060B846D1	0.0	0.001	0.027	0.081	0.0	0.0	0.015	0.0
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.106	0.171	0.108	0.173	0.133	0.383	0.1	0.095
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.106	0.171	0.108	0.173	0.133	0.383	0.1	0.095
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.053	0.208	0.069	0.116	0.054	0.213	0.089	0.054
NCL	P19338	False	NUCL_HUMAN		CPI-SS0A08FD80E	0.639	0.555	1.054	0.777	0.771	0.696	0.631	0.576
NCL	P19338	False	NUCL_HUMAN		CPI-SS024B70001	0.639	0.555	1.054	0.777	0.771	0.696	0.631	0.576
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.041	0.003	0.0	0.485	0.004	0.004	0.027	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.041	0.003	0.0	0.485	0.004	0.004	0.027	0.0
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.479	0.233	0.26	0.161	0.527	0.074	0.38	0.126
SSR1	P30872	False	SSR1_HUMAN		CPI-SS06CE0CF64	0.143	0.114	0.145	0.126	0.147	0.09	0.119	0.113
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS06CE0CF64	0.143	0.114	0.145	0.126	0.147	0.09	0.119	0.113
SSR1	P30872	False	SSR1_HUMAN		CPI-SS0A512249D	0.143	0.114	0.145	0.126	0.147	0.09	0.119	0.113
SSTR1	P30872	False	SSR1_HUMAN		CPI-SS0A512249D	0.143	0.114	0.145	0.126	0.147	0.09	0.119	0.113
SSR2	P30874	False	SSR2_HUMAN		CPI-SS0C272BD3D	0.454	0.323	0.545	0.436	0.513	0.358	0.374	0.26
SSTR2	P30874	False	SSR2_HUMAN		CPI-SS0C272BD3D	0.454	0.323	0.545	0.436	0.513	0.358	0.374	0.26
SSR2	P30874	False	SSR2_HUMAN		CPI-SS0FE594C97	0.454	0.323	0.545	0.436	0.513	0.358	0.374	0.26
SSTR2	P30874	False	SSR2_HUMAN		CPI-SS0FE594C97	0.454	0.323	0.545	0.436	0.513	0.358	0.374	0.26
SSR4	P31391	False	SSR4_HUMAN		CPI-SS008509DBD	0.568	0.716	0.652	0.685	0.635	0.528	0.502	0.634
SSR4	P31391	False	SSR4_HUMAN		CPI-SS098B7BE0A	0.568	0.716	0.652	0.685	0.635	0.528	0.502	0.634
SSR3	P32745	False	SSR3_HUMAN		CPI-SS0AB20B9AD	0.328	0.37	0.405	0.331	0.311	0.308	0.307	0.34
SSR3	P32745	False	SSR3_HUMAN		CPI-SS05A3441B9	0.328	0.37	0.405	0.331	0.311	0.308	0.307	0.34
EGFR	P00533	False	EGFR_HUMAN		CPI-SS004C23DCE	0.036	0.107	0.084	0.011	0.117	0.012	0.02	0.011
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0CC966B71	0.036	0.107	0.084	0.011	0.117	0.012	0.02	0.011
EGFR	P00533	False	EGFR_HUMAN		CPI-SS09B2ACA25	0.036	0.107	0.084	0.011	0.117	0.012	0.02	0.011
EGFR	P00533	False	EGFR_HUMAN		CPI-SS09947DDD9	0.036	0.107	0.084	0.011	0.117	0.012	0.02	0.011
EGFR	P00533	False	EGFR_HUMAN		CPI-SS07E5C3060	0.036	0.107	0.084	0.011	0.117	0.012	0.02	0.011
EGFR	P00533	False	EGFR_HUMAN		CPI-SS052119104	0.036	0.107	0.084	0.011	0.117	0.012	0.02	0.011
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS0F3A089DE	0.106	0.038	0.145	0.084	0.158	1.363	0.036	0.064
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS0E7B91F39	0.106	0.038	0.145	0.084	0.158	1.363	0.036	0.064
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS03189F5F6	0.317	0.07	0.177	0.185	0.205	0.394	0.291	0.049
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0467AFD8A	0.317	0.07	0.177	0.185	0.205	0.394	0.291	0.049
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F2C6A4D4	0.317	0.07	0.177	0.185	0.205	0.394	0.291	0.049
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.317	0.07	0.177	0.185	0.205	0.394	0.291	0.049
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.317	0.07	0.177	0.185	0.205	0.394	0.291	0.049
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0F592009B	0.317	0.07	0.177	0.185	0.205	0.394	0.291	0.049
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BE6B1E97	0.317	0.07	0.177	0.185	0.205	0.394	0.291	0.049
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS09015A868	0.317	0.07	0.177	0.185	0.205	0.394	0.291	0.049
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.109	0.037	0.011	0.017	0.147	0.012	0.195	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0330D939A	0.109	0.037	0.011	0.017	0.147	0.012	0.195	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0F6A7A4DF	0.109	0.037	0.011	0.017	0.147	0.012	0.195	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.109	0.037	0.011	0.017	0.147	0.012	0.195	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.109	0.037	0.011	0.017	0.147	0.012	0.195	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.109	0.037	0.011	0.017	0.147	0.012	0.195	0.029
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS07B324162	0.109	0.037	0.011	0.017	0.147	0.012	0.195	0.029
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0AC594A8E	0.162	0.227	0.066	0.005	0.251	0.023	0.015	0.027
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D4CA5D92	0.162	0.227	0.066	0.005	0.251	0.023	0.015	0.027
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.162	0.227	0.066	0.005	0.251	0.023	0.015	0.027
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.162	0.227	0.066	0.005	0.251	0.023	0.015	0.027
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS09568551C	0.162	0.227	0.066	0.005	0.251	0.023	0.015	0.027
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0F8710941	0.162	0.227	0.066	0.005	0.251	0.023	0.015	0.027
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.065	0.513	0.073	0.031	0.071	0.09	0.073	0.048
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0E134097C	0.065	0.513	0.073	0.031	0.071	0.09	0.073	0.048
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.065	0.513	0.073	0.031	0.071	0.09	0.073	0.048
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.065	0.513	0.073	0.031	0.071	0.09	0.073	0.048
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS05D62446A	0.065	0.513	0.073	0.031	0.071	0.09	0.073	0.048
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS06B22F8E9	0.065	0.513	0.073	0.031	0.071	0.09	0.073	0.048
PTCH1	Q13635	False	PTC1_HUMAN		CPI-SS0F5860436	0.315	0.052	0.146	0.118	0.688	0.131	0.119	0.063
PTCH1	Q13635	False	PTC1_HUMAN		CPI-SS0988182B5	0.315	0.052	0.146	0.118	0.688	0.131	0.119	0.063
PTCH1	Q13635	False	PTC1_HUMAN		CPI-SS06EB91EE2	0.315	0.052	0.146	0.118	0.688	0.131	0.119	0.063
PTCH2	Q9Y6C5	False	PTC2_HUMAN		CPI-SS06AAF408A	0.081	0.032	0.059	0.018	0.114	0.026	0.031	0.021
PTCH2	Q9Y6C5	False	PTC2_HUMAN		CPI-SS0A38C4550	0.081	0.032	0.059	0.018	0.114	0.026	0.031	0.021
PTCH2	Q9Y6C5	False	PTC2_HUMAN		CPI-SS0763C3EE5	0.081	0.032	0.059	0.018	0.114	0.026	0.031	0.021
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.161	0.582	0.149	0.303	0.137	0.138	0.341	0.055
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.291	0.249	0.364	0.153	0.324	0.418	0.382	0.078
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS0247B3C14	0.009	0.004	0.009	0.006	0.003	0.009	0.0	0.085
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.041	0.112	0.022	0.081	0.037	0.329	0.024	0.086
FZD9	O00144	False	FZD9_HUMAN		CPI-SS0F361D98E	0.001	0.002	0.003	0.004	0.0	0.006	0.0	0.0
FZD9	O00144	False	FZD9_HUMAN		CPI-SS0C6C28D2F	0.001	0.002	0.003	0.004	0.0	0.006	0.0	0.0
FZD9	O00144	False	FZD9_HUMAN		CPI-SS07E1666A5	0.001	0.002	0.003	0.004	0.0	0.006	0.0	0.0
FZD6	O60353	False	FZD6_HUMAN		CPI-SS070BA2CC2	0.006	0.016	0.0	0.003	0.004	0.162	0.021	0.0
FZD6	O60353	False	FZD6_HUMAN		CPI-SS06C087B42	0.006	0.016	0.0	0.003	0.004	0.162	0.021	0.0
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0D53C1FD0	0.006	0.016	0.0	0.003	0.004	0.162	0.021	0.0
FZD7	O75084	False	FZD7_HUMAN		CPI-SS02C1CD5FD	0.185	0.064	0.13	0.102	0.155	0.029	0.268	0.015
FZD7	O75084	False	FZD7_HUMAN		CPI-SS0CCA2F0BE	0.185	0.064	0.13	0.102	0.155	0.029	0.268	0.015
FZD7	O75084	False	FZD7_HUMAN		CPI-SS0611C625F	0.185	0.064	0.13	0.102	0.155	0.029	0.268	0.015
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0246C5473	0.023	0.175	0.049	0.055	0.011	0.055	0.019	0.023
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0E32BEF02	0.023	0.175	0.049	0.055	0.011	0.055	0.019	0.023
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS042E21C6C	0.023	0.175	0.049	0.055	0.011	0.055	0.019	0.023
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0D3F936F9	0.159	0.018	0.077	0.054	0.161	0.032	0.16	0.073
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.159	0.018	0.077	0.054	0.161	0.032	0.16	0.073
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0BCF193A1	0.159	0.018	0.077	0.054	0.161	0.032	0.16	0.073
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS007B937D1	0.076	0.025	0.048	0.085	0.132	0.074	0.0	0.006
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0F6456A20	0.076	0.025	0.048	0.085	0.132	0.074	0.0	0.006
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0257E914A	0.076	0.025	0.048	0.085	0.132	0.074	0.0	0.006
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0004E25A6	0.037	0.026	0.03	0.118	0.066	0.026	0.053	0.012
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.037	0.026	0.03	0.118	0.066	0.026	0.053	0.012
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS039AA1507	0.037	0.026	0.03	0.118	0.066	0.026	0.053	0.012
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0874B02CC	0.052	0.01	0.073	0.01	0.028	0.239	0.07	0.0
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0FA5D6D20	0.052	0.01	0.073	0.01	0.028	0.239	0.07	0.0
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS011982BBF	0.052	0.01	0.073	0.01	0.028	0.239	0.07	0.0
FZD10	Q9ULW2	False	FZD10_HUMAN		CPI-SS0398DF005	0.013	0.002	0.033	0.0	0.027	0.001	0.004	0.0
FZD10	Q9ULW2	False	FZD10_HUMAN		CPI-SS0BC3B9EF8	0.013	0.002	0.033	0.0	0.027	0.001	0.004	0.0
FZD10	Q9ULW2	False	FZD10_HUMAN		CPI-SS03D0D3808	0.013	0.002	0.033	0.0	0.027	0.001	0.004	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS03D254C51	0.247	0.049	0.181	0.102	0.41	0.065	0.126	0.036
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.247	0.049	0.181	0.102	0.41	0.065	0.126	0.036
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B543764D	0.247	0.049	0.181	0.102	0.41	0.065	0.126	0.036
MCAM	P43121	False	MUC18_HUMAN		CPI-SS0709500FF	0.24	0.052	1.747	0.908	0.33	0.92	0.385	0.17
BDKRB2	P30411	False	BKRB2_HUMAN		CPI-SS0F21F1570	0.021	0.027	0.0	0.009	0.018	0.08	0.0	0.0
BDKRB1	P46663	False	BKRB1_HUMAN		CPI-SS075D9B9AD	0.046	0.007	0.0	0.006	0.02	0.022	0.033	0.0
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.379	0.057	1.176	0.083	0.253	0.081	0.108	0.053
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0E64BD55B	0.379	0.057	1.176	0.083	0.253	0.081	0.108	0.053
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0B3C76C9D	0.379	0.057	1.176	0.083	0.253	0.081	0.108	0.053
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.486	0.044	0.051	0.062	0.726	0.079	0.046	0.044
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.486	0.044	0.051	0.062	0.726	0.079	0.046	0.044
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS06DA9B4FE	0.486	0.044	0.051	0.062	0.726	0.079	0.046	0.044
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0EDD4928A	0.056	0.004	0.091	0.262	0.019	0.005	0.016	0.014
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	0.025	0.007	0.483	0.079	0.194	0.016	0.02	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.01	0.014	0.085	0.004	0.0	0.0	0.0	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.01	0.014	0.085	0.004	0.0	0.0	0.0	0.0
OXTR	P30559	False	OXYR_HUMAN		CPI-SS04B547174	0.002	0.001	0.005	0.0	0.006	0.02	0.009	0.0
AVPR2	P30518	False	V2R_HUMAN		CPI-SS0FCF733EA	0.0	0.001	0.0	0.0	0.0	0.022	0.0	0.0
AVPR1A	P37288	False	V1AR_HUMAN		CPI-SS00399ED03	0.004	0.0	0.147	0.004	0.003	0.009	0.0	0.0
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS00BD8FF72	0.015	0.022	0.007	0.03	0.012	0.025	0.009	0.013
PRLR	P16471	False	PRLR_HUMAN		CPI-SS00689751B	0.012	0.138	0.039	0.013	0.005	0.004	0.0	0.015
PTH1R	Q03431	False	PTH1R_HUMAN		CPI-SS0483CE4ED	0.166	0.027	0.126	0.003	0.223	0.036	0.073	0.035
GLP2R	O95838	False	GLP2R_HUMAN		CPI-SS04D518182	0.007	0.002	0.006	0.0	0.041	0.004	0.005	0.0
GIPR	P48546	False	GIPR_HUMAN		CPI-SS0D6DD505A	0.001	0.038	0.0	0.0	0.005	0.0	0.0	0.013
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0C8A09915	0.01	0.139	0.014	0.007	0.005	0.017	0.0	0.022
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS05B60E59C	0.077	0.013	0.079	0.008	0.041	0.009	0.01	0.03
NPY1R	P25929	False	NPY1R_HUMAN		CPI-SS0666DE74B	0.02	0.01	0.169	0.003	0.008	0.002	0.0	0.0
NPY1R	P25929	False	NPY1R_HUMAN		CPI-SS0A9F17199	0.02	0.01	0.169	0.003	0.008	0.002	0.0	0.0
GPR83	Q9NYM4	False	GPR83_HUMAN		CPI-SS08171C005	0.006	0.0	0.0	0.059	0.002	0.0	0.003	0.0
GPR83	Q9NYM4	False	GPR83_HUMAN		CPI-SS0785718FF	0.006	0.0	0.0	0.059	0.002	0.0	0.003	0.0
IL1R2	P27930	False	IL1R2_HUMAN		CPI-SS06DFB4087	0.001	0.019	0.004	0.0	0.0	0.006	0.007	0.079
IL1R2	P27930	False	IL1R2_HUMAN		CPI-SS0275F086A	0.001	0.019	0.004	0.0	0.0	0.006	0.007	0.079
EDNRB	P24530	False	EDNRB_HUMAN		CPI-SS09B92F236	0.079	0.252	0.068	0.473	0.199	0.114	0.009	0.038
EDNRB	P24530	False	EDNRB_HUMAN		CPI-SS0696491A3	0.079	0.252	0.068	0.473	0.199	0.114	0.009	0.038
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS0D8632EB4	0.095	0.016	0.398	0.052	0.091	0.019	0.083	0.016
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS03D5CBF55	0.095	0.016	0.398	0.052	0.091	0.019	0.083	0.016
CALCRL	Q16602	False	CALRL_HUMAN		CPI-SS0C4D532A8	0.072	0.025	0.051	0.04	0.087	0.834	0.018	0.048
CALCRL	Q16602	False	CALRL_HUMAN		CPI-SS0C8E4D226	0.072	0.025	0.051	0.04	0.087	0.834	0.018	0.048
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.1	0.024	0.263	0.127	0.131	0.022	0.185	0.273
AXL	P30530	False	UFO_HUMAN		CPI-SS0AE964947	0.1	0.024	0.263	0.127	0.131	0.022	0.185	0.273
